-2.0	0.0227501319
-1.9	0.0287165598
-1.8	0.0359303191
-1.7	0.0445654628
-1.6	0.0547992917
-1.5	0.0668072013
-1.4	0.0807566592
-1.3	0.0968004846
-1.2	0.1150696702
-1.1	0.1356660609
-1.0	0.1586552539
-0.9	0.1840601253
-0.8	0.2118553986
-0.7	0.2419636522
-0.6	0.2742531178
-0.5	0.3085375387
-0.4	0.3445782584
-0.3	0.3820885778
-0.2	0.4207402906
-0.1	0.4601721627
0.0	0.5
0.1	0.5398278373
0.2	0.5792597094
0.3	0.6179114222
0.4	0.6554217416
0.5	0.6914624613
0.6	0.7257468822
0.7	0.7580363478
0.8	0.7881446014
0.9	0.8159398747
1.0	0.8413447461
1.1	0.8643339391
1.2	0.8849303298
1.3	0.9031995154
1.4	0.9192433408
1.5	0.9331927987
1.6	0.9452007083
1.7	0.9554345372
1.8	0.9640696809
1.9	0.9712834402
2.0	0.9772498681

